feature,first_window_value,last_window_value,last_minus_first
danceability,0.5073394495412844,0.5440575254721051,0.03671807593082066
energy,0.3061129357798165,0.6649491023198699,0.3588361665400534
valence,0.48401100917431195,0.41296831900700276,-0.07104269016730919
tempo,113.62268501529053,122.3252099830739,8.702524967783376
duration_ms,223688.1376146789,232870.71441372673,9182.57679904782
