genre,window_start,window_end,window_label,n_tracks,major_share
industrial,1984,1988,1984_1988,50,0.68
industrial,1985,1989,1985_1989,63,0.6507936507936508
industrial,1986,1990,1986_1990,58,0.6896551724137931
industrial,1987,1991,1987_1991,49,0.673469387755102
industrial,1988,1992,1988_1992,58,0.6379310344827587
industrial,1989,1993,1989_1993,44,0.6136363636363636
industrial,1990,1994,1990_1994,57,0.7017543859649122
industrial,1991,1995,1991_1995,83,0.6265060240963856
industrial,1992,1996,1992_1996,101,0.6435643564356436
industrial,1993,1997,1993_1997,107,0.616822429906542
industrial,1994,1998,1994_1998,135,0.5925925925925926
industrial,1995,1999,1995_1999,138,0.5869565217391305
industrial,1996,2000,1996_2000,143,0.6083916083916084
industrial,1997,2001,1997_2001,167,0.6287425149700598
industrial,1998,2002,1998_2002,158,0.6265822784810127
industrial,1999,2003,1999_2003,164,0.6585365853658537
industrial,2000,2004,2000_2004,151,0.6225165562913907
industrial,2001,2005,2001_2005,158,0.6139240506329114
industrial,2002,2006,2002_2006,132,0.553030303030303
industrial,2003,2007,2003_2007,178,0.601123595505618
industrial,2004,2008,2004_2008,181,0.6132596685082873
industrial,2005,2009,2005_2009,203,0.6206896551724138
industrial,2006,2010,2006_2010,188,0.6223404255319149
industrial,2007,2011,2007_2011,203,0.625615763546798
industrial,2008,2012,2008_2012,173,0.6127167630057804
industrial,2009,2013,2009_2013,187,0.5935828877005348
industrial,2010,2014,2010_2014,159,0.5911949685534591
industrial,2011,2015,2011_2015,176,0.6022727272727273
industrial,2012,2016,2012_2016,179,0.6256983240223464
industrial,2013,2017,2013_2017,208,0.6394230769230769
industrial,2014,2018,2014_2018,235,0.6553191489361702
industrial,2015,2019,2015_2019,247,0.6518218623481782
jazz,1955,1959,1955_1959,179,0.5698324022346368
jazz,1956,1960,1956_1960,172,0.5232558139534884
jazz,1957,1961,1957_1961,149,0.5302013422818792
jazz,1958,1962,1958_1962,126,0.5317460317460317
jazz,1959,1963,1959_1963,113,0.48672566371681414
jazz,1960,1964,1960_1964,78,0.5128205128205128
jazz,1961,1965,1961_1965,84,0.5238095238095238
jazz,1962,1966,1962_1966,79,0.46835443037974683
jazz,1963,1967,1963_1967,84,0.5119047619047619
jazz,1964,1968,1964_1968,72,0.625
jazz,1965,1969,1965_1969,70,0.6142857142857143
jazz,1966,1970,1966_1970,67,0.6119402985074627
jazz,1967,1971,1967_1971,77,0.6233766233766234
jazz,1968,1972,1968_1972,78,0.5769230769230769
jazz,1969,1973,1969_1973,83,0.5301204819277109
jazz,1970,1974,1970_1974,81,0.5061728395061729
jazz,1971,1975,1971_1975,74,0.581081081081081
jazz,1972,1976,1972_1976,63,0.5873015873015873
jazz,1973,1977,1973_1977,56,0.6428571428571429
jazz,1974,1978,1974_1978,45,0.6888888888888889
jazz,1975,1979,1975_1979,38,0.7105263157894737
jazz,1976,1980,1976_1980,36,0.7222222222222222
jazz,1977,1981,1977_1981,31,0.6774193548387096
jazz,1978,1982,1978_1982,26,0.6538461538461539
jazz,1979,1983,1979_1983,22,0.6818181818181818
jazz,1980,1984,1980_1984,26,0.7307692307692307
jazz,1981,1985,1981_1985,28,0.6428571428571429
jazz,1982,1986,1982_1986,31,0.7419354838709677
jazz,1983,1987,1983_1987,41,0.6585365853658537
jazz,1984,1988,1984_1988,49,0.5918367346938775
jazz,1985,1989,1985_1989,57,0.543859649122807
jazz,1986,1990,1986_1990,52,0.5
jazz,1987,1991,1987_1991,56,0.48214285714285715
jazz,1988,1992,1988_1992,64,0.5
jazz,1989,1993,1989_1993,69,0.5072463768115942
jazz,1990,1994,1990_1994,65,0.5076923076923077
jazz,1991,1995,1991_1995,70,0.5571428571428572
jazz,1992,1996,1992_1996,73,0.5753424657534246
jazz,1993,1997,1993_1997,88,0.6022727272727273
jazz,1994,1998,1994_1998,90,0.6111111111111112
jazz,1995,1999,1995_1999,106,0.6320754716981132
jazz,1996,2000,1996_2000,126,0.6349206349206349
jazz,1997,2001,1997_2001,125,0.624
jazz,1998,2002,1998_2002,111,0.6126126126126126
jazz,1999,2003,1999_2003,145,0.6068965517241379
jazz,2000,2004,2000_2004,147,0.6190476190476191
jazz,2001,2005,2001_2005,134,0.6119402985074627
jazz,2002,2006,2002_2006,160,0.60625
jazz,2003,2007,2003_2007,174,0.6379310344827587
jazz,2004,2008,2004_2008,150,0.5933333333333334
jazz,2005,2009,2005_2009,169,0.5680473372781065
jazz,2006,2010,2006_2010,187,0.5347593582887701
jazz,2007,2011,2007_2011,193,0.533678756476684
jazz,2008,2012,2008_2012,206,0.49514563106796117
jazz,2009,2013,2009_2013,226,0.5309734513274337
jazz,2010,2014,2010_2014,267,0.5056179775280899
jazz,2011,2015,2011_2015,307,0.504885993485342
jazz,2012,2016,2012_2016,339,0.5162241887905604
jazz,2013,2017,2013_2017,382,0.5235602094240838
jazz,2014,2018,2014_2018,438,0.5182648401826484
jazz,2015,2019,2015_2019,380,0.5342105263157895
latin,1965,1969,1965_1969,20,0.45
latin,1966,1970,1966_1970,21,0.42857142857142855
latin,1967,1971,1967_1971,23,0.4782608695652174
latin,1968,1972,1968_1972,22,0.45454545454545453
latin,1969,1973,1969_1973,20,0.4
latin,1974,1978,1974_1978,24,0.5416666666666666
latin,1975,1979,1975_1979,20,0.55
latin,1976,1980,1976_1980,21,0.5714285714285714
latin,1984,1988,1984_1988,25,0.84
latin,1985,1989,1985_1989,28,0.8214285714285714
latin,1986,1990,1986_1990,38,0.7894736842105263
latin,1987,1991,1987_1991,46,0.7391304347826086
latin,1988,1992,1988_1992,56,0.75
latin,1989,1993,1989_1993,54,0.7222222222222222
latin,1990,1994,1990_1994,64,0.71875
latin,1991,1995,1991_1995,83,0.7108433734939759
latin,1992,1996,1992_1996,83,0.7228915662650602
latin,1993,1997,1993_1997,102,0.6862745098039216
latin,1994,1998,1994_1998,118,0.7033898305084746
latin,1995,1999,1995_1999,144,0.6527777777777778
latin,1996,2000,1996_2000,141,0.6453900709219859
latin,1997,2001,1997_2001,171,0.631578947368421
latin,1998,2002,1998_2002,189,0.6084656084656085
latin,1999,2003,1999_2003,195,0.6051282051282051
latin,2000,2004,2000_2004,209,0.6172248803827751
latin,2001,2005,2001_2005,235,0.625531914893617
latin,2002,2006,2002_2006,257,0.6381322957198443
latin,2003,2007,2003_2007,254,0.6062992125984252
latin,2004,2008,2004_2008,258,0.6085271317829457
latin,2005,2009,2005_2009,241,0.6058091286307054
latin,2006,2010,2006_2010,230,0.5956521739130435
latin,2007,2011,2007_2011,212,0.5801886792452831
latin,2008,2012,2008_2012,200,0.62
latin,2009,2013,2009_2013,202,0.599009900990099
latin,2010,2014,2010_2014,214,0.5887850467289719
latin,2011,2015,2011_2015,210,0.5761904761904761
latin,2012,2016,2012_2016,233,0.5622317596566524
latin,2013,2017,2013_2017,291,0.5773195876288659
latin,2014,2018,2014_2018,381,0.5643044619422573
latin,2015,2019,2015_2019,368,0.5570652173913043
metal,1968,1972,1968_1972,20,0.65
metal,1969,1973,1969_1973,26,0.6538461538461539
metal,1970,1974,1970_1974,26,0.6538461538461539
metal,1971,1975,1971_1975,20,0.75
metal,1972,1976,1972_1976,23,0.6956521739130435
metal,1973,1977,1973_1977,23,0.6521739130434783
metal,1974,1978,1974_1978,24,0.5833333333333334
metal,1975,1979,1975_1979,28,0.6428571428571429
metal,1976,1980,1976_1980,34,0.5882352941176471
metal,1977,1981,1977_1981,37,0.6486486486486487
metal,1978,1982,1978_1982,46,0.6086956521739131
metal,1979,1983,1979_1983,49,0.5510204081632653
metal,1980,1984,1980_1984,67,0.5223880597014925
metal,1981,1985,1981_1985,58,0.5344827586206896
metal,1982,1986,1982_1986,57,0.43859649122807015
metal,1983,1987,1983_1987,52,0.4423076923076923
metal,1984,1988,1984_1988,54,0.5
metal,1985,1989,1985_1989,40,0.45
metal,1986,1990,1986_1990,56,0.4642857142857143
metal,1987,1991,1987_1991,54,0.5185185185185185
metal,1988,1992,1988_1992,67,0.47761194029850745
metal,1989,1993,1989_1993,60,0.4666666666666667
metal,1990,1994,1990_1994,65,0.5384615384615384
metal,1991,1995,1991_1995,74,0.527027027027027
metal,1992,1996,1992_1996,75,0.49333333333333335
metal,1993,1997,1993_1997,67,0.5671641791044776
metal,1994,1998,1994_1998,105,0.580952380952381
metal,1995,1999,1995_1999,119,0.6050420168067226
metal,1996,2000,1996_2000,135,0.5777777777777777
metal,1997,2001,1997_2001,167,0.5868263473053892
metal,1998,2002,1998_2002,223,0.57847533632287
metal,1999,2003,1999_2003,240,0.5458333333333333
metal,2000,2004,2000_2004,278,0.5035971223021583
metal,2001,2005,2001_2005,307,0.5276872964169381
metal,2002,2006,2002_2006,306,0.5065359477124183
metal,2003,2007,2003_2007,308,0.4642857142857143
metal,2004,2008,2004_2008,301,0.4684385382059801
metal,2005,2009,2005_2009,310,0.4838709677419355
metal,2006,2010,2006_2010,296,0.46959459459459457
metal,2007,2011,2007_2011,307,0.4755700325732899
metal,2008,2012,2008_2012,302,0.4966887417218543
metal,2009,2013,2009_2013,328,0.4817073170731707
metal,2010,2014,2010_2014,344,0.4738372093023256
metal,2011,2015,2011_2015,373,0.4959785522788204
metal,2012,2016,2012_2016,430,0.4906976744186046
metal,2013,2017,2013_2017,450,0.4955555555555556
metal,2014,2018,2014_2018,444,0.5157657657657657
metal,2015,2019,2015_2019,404,0.5198019801980198
mpb,1963,1967,1963_1967,20,0.7
mpb,1964,1968,1964_1968,32,0.75
mpb,1965,1969,1965_1969,46,0.8043478260869565
mpb,1966,1970,1966_1970,68,0.7058823529411765
mpb,1967,1971,1967_1971,73,0.6986301369863014
mpb,1968,1972,1968_1972,89,0.6741573033707865
mpb,1969,1973,1969_1973,90,0.6666666666666666
mpb,1970,1974,1970_1974,94,0.5851063829787234
mpb,1971,1975,1971_1975,83,0.6265060240963856
mpb,1972,1976,1972_1976,88,0.6590909090909091
mpb,1973,1977,1973_1977,63,0.6825396825396826
mpb,1974,1978,1974_1978,70,0.6714285714285714
mpb,1975,1979,1975_1979,66,0.7575757575757576
mpb,1976,1980,1976_1980,69,0.7681159420289855
mpb,1977,1981,1977_1981,58,0.7586206896551724
mpb,1978,1982,1978_1982,75,0.7466666666666667
mpb,1979,1983,1979_1983,66,0.7424242424242424
mpb,1980,1984,1980_1984,56,0.7321428571428571
mpb,1981,1985,1981_1985,49,0.7346938775510204
mpb,1982,1986,1982_1986,53,0.6981132075471698
mpb,1983,1987,1983_1987,38,0.6842105263157895
mpb,1984,1988,1984_1988,30,0.7
mpb,1985,1989,1985_1989,26,0.6538461538461539
mpb,1986,1990,1986_1990,30,0.6
mpb,1987,1991,1987_1991,32,0.6875
mpb,1988,1992,1988_1992,36,0.7222222222222222
mpb,1989,1993,1989_1993,40,0.75
mpb,1990,1994,1990_1994,63,0.746031746031746
mpb,1991,1995,1991_1995,64,0.75
mpb,1992,1996,1992_1996,67,0.746268656716418
mpb,1993,1997,1993_1997,83,0.6987951807228916
mpb,1994,1998,1994_1998,96,0.6770833333333334
mpb,1995,1999,1995_1999,101,0.693069306930693
mpb,1996,2000,1996_2000,134,0.6940298507462687
mpb,1997,2001,1997_2001,138,0.7028985507246377
mpb,1998,2002,1998_2002,143,0.6853146853146853
mpb,1999,2003,1999_2003,168,0.6845238095238095
mpb,2000,2004,2000_2004,161,0.6770186335403726
mpb,2001,2005,2001_2005,178,0.6573033707865169
mpb,2002,2006,2002_2006,198,0.6464646464646465
mpb,2003,2007,2003_2007,194,0.6752577319587629
mpb,2004,2008,2004_2008,178,0.6741573033707865
mpb,2005,2009,2005_2009,205,0.6585365853658537
mpb,2006,2010,2006_2010,195,0.6564102564102564
mpb,2007,2011,2007_2011,216,0.625
mpb,2008,2012,2008_2012,281,0.604982206405694
mpb,2009,2013,2009_2013,334,0.6287425149700598
mpb,2010,2014,2010_2014,368,0.6086956521739131
mpb,2011,2015,2011_2015,399,0.6090225563909775
mpb,2012,2016,2012_2016,463,0.6414686825053996
mpb,2013,2017,2013_2017,476,0.6218487394957983
mpb,2014,2018,2014_2018,512,0.615234375
mpb,2015,2019,2015_2019,463,0.6155507559395248
new wave,1973,1977,1973_1977,27,0.6666666666666666
new wave,1974,1978,1974_1978,72,0.7638888888888888
new wave,1975,1979,1975_1979,139,0.7266187050359713
new wave,1976,1980,1976_1980,191,0.7172774869109948
new wave,1977,1981,1977_1981,271,0.7084870848708487
new wave,1978,1982,1978_1982,347,0.7175792507204611
new wave,1979,1983,1979_1983,408,0.6838235294117647
new wave,1980,1984,1980_1984,432,0.6712962962962963
new wave,1981,1985,1981_1985,498,0.6546184738955824
new wave,1982,1986,1982_1986,484,0.6446280991735537
new wave,1983,1987,1983_1987,437,0.6270022883295194
new wave,1984,1988,1984_1988,362,0.6298342541436464
new wave,1985,1989,1985_1989,316,0.6360759493670886
new wave,1986,1990,1986_1990,232,0.646551724137931
new wave,1987,1991,1987_1991,180,0.6444444444444445
new wave,1988,1992,1988_1992,147,0.6598639455782312
new wave,1989,1993,1989_1993,155,0.632258064516129
new wave,1990,1994,1990_1994,112,0.6160714285714286
new wave,1991,1995,1991_1995,98,0.6632653061224489
new wave,1992,1996,1992_1996,87,0.6781609195402298
new wave,1993,1997,1993_1997,84,0.6666666666666666
new wave,1994,1998,1994_1998,63,0.7301587301587301
new wave,1995,1999,1995_1999,71,0.7323943661971831
new wave,1996,2000,1996_2000,57,0.7192982456140351
new wave,1997,2001,1997_2001,78,0.7051282051282052
new wave,1998,2002,1998_2002,76,0.6973684210526315
new wave,1999,2003,1999_2003,70,0.7142857142857143
new wave,2000,2004,2000_2004,77,0.7142857142857143
new wave,2001,2005,2001_2005,95,0.6947368421052632
new wave,2002,2006,2002_2006,81,0.691358024691358
new wave,2003,2007,2003_2007,75,0.68
new wave,2004,2008,2004_2008,84,0.6785714285714286
new wave,2005,2009,2005_2009,84,0.6547619047619048
new wave,2006,2010,2006_2010,92,0.6413043478260869
new wave,2007,2011,2007_2011,110,0.6363636363636364
new wave,2008,2012,2008_2012,134,0.6119402985074627
new wave,2009,2013,2009_2013,132,0.553030303030303
new wave,2010,2014,2010_2014,143,0.5454545454545454
new wave,2011,2015,2011_2015,146,0.541095890410959
new wave,2012,2016,2012_2016,157,0.5477707006369427
new wave,2013,2017,2013_2017,195,0.6
new wave,2014,2018,2014_2018,227,0.6299559471365639
new wave,2015,2019,2015_2019,226,0.6415929203539823
pop,1959,1963,1959_1963,22,0.9090909090909091
pop,1960,1964,1960_1964,26,0.9230769230769231
pop,1961,1965,1961_1965,31,0.9354838709677419
pop,1962,1966,1962_1966,46,0.8913043478260869
pop,1963,1967,1963_1967,47,0.8723404255319149
pop,1964,1968,1964_1968,46,0.7608695652173914
pop,1965,1969,1965_1969,51,0.7647058823529411
pop,1966,1970,1966_1970,51,0.7450980392156863
pop,1967,1971,1967_1971,48,0.7291666666666666
pop,1968,1972,1968_1972,53,0.7358490566037735
pop,1969,1973,1969_1973,69,0.8115942028985508
pop,1970,1974,1970_1974,77,0.8181818181818182
pop,1971,1975,1971_1975,82,0.8414634146341463
pop,1972,1976,1972_1976,85,0.8705882352941177
pop,1973,1977,1973_1977,88,0.8522727272727273
pop,1974,1978,1974_1978,76,0.8552631578947368
pop,1975,1979,1975_1979,80,0.775
pop,1976,1980,1976_1980,92,0.7282608695652174
pop,1977,1981,1977_1981,105,0.6857142857142857
pop,1978,1982,1978_1982,116,0.603448275862069
pop,1979,1983,1979_1983,144,0.6388888888888888
pop,1980,1984,1980_1984,167,0.6347305389221557
pop,1981,1985,1981_1985,179,0.6368715083798883
pop,1982,1986,1982_1986,213,0.6431924882629108
pop,1983,1987,1983_1987,278,0.6798561151079137
pop,1984,1988,1984_1988,314,0.6751592356687898
pop,1985,1989,1985_1989,368,0.7146739130434783
pop,1986,1990,1986_1990,392,0.7244897959183674
pop,1987,1991,1987_1991,417,0.7266187050359713
pop,1988,1992,1988_1992,420,0.7309523809523809
pop,1989,1993,1989_1993,445,0.7146067415730337
pop,1990,1994,1990_1994,428,0.6845794392523364
pop,1991,1995,1991_1995,502,0.6553784860557769
pop,1992,1996,1992_1996,507,0.6410256410256411
pop,1993,1997,1993_1997,537,0.638733705772812
pop,1994,1998,1994_1998,568,0.6390845070422535
pop,1995,1999,1995_1999,705,0.6524822695035462
pop,1996,2000,1996_2000,770,0.6558441558441559
pop,1997,2001,1997_2001,891,0.6363636363636364
pop,1998,2002,1998_2002,948,0.6265822784810127
pop,1999,2003,1999_2003,1088,0.625
pop,2000,2004,2000_2004,1077,0.6118848653667596
pop,2001,2005,2001_2005,1150,0.6139130434782609
pop,2002,2006,2002_2006,1204,0.6295681063122923
pop,2003,2007,2003_2007,1316,0.6405775075987842
pop,2004,2008,2004_2008,1432,0.6354748603351955
pop,2005,2009,2005_2009,1593,0.6465787821720025
pop,2006,2010,2006_2010,1709,0.652428320655354
pop,2007,2011,2007_2011,1876,0.6476545842217484
pop,2008,2012,2008_2012,2017,0.6375805651958354
pop,2009,2013,2009_2013,2178,0.6340679522497704
pop,2010,2014,2010_2014,2353,0.6294092647683808
pop,2011,2015,2011_2015,2596,0.6228813559322034
pop,2012,2016,2012_2016,2811,0.6150836001422981
pop,2013,2017,2013_2017,3143,0.6029271396754693
pop,2014,2018,2014_2018,3846,0.5894435777431097
pop,2015,2019,2015_2019,3726,0.5815888352120236
pop rock,1982,1986,1982_1986,21,0.7142857142857143
pop rock,1983,1987,1983_1987,21,0.7619047619047619
pop rock,1984,1988,1984_1988,26,0.7307692307692307
pop rock,1985,1989,1985_1989,28,0.7142857142857143
pop rock,1986,1990,1986_1990,28,0.7142857142857143
pop rock,1987,1991,1987_1991,30,0.7333333333333333
pop rock,1988,1992,1988_1992,23,0.6956521739130435
pop rock,1991,1995,1991_1995,27,0.8148148148148148
pop rock,1992,1996,1992_1996,26,0.8076923076923077
pop rock,1993,1997,1993_1997,34,0.8235294117647058
pop rock,1994,1998,1994_1998,39,0.8205128205128205
pop rock,1995,1999,1995_1999,45,0.8
pop rock,1996,2000,1996_2000,37,0.7837837837837838
pop rock,1997,2001,1997_2001,55,0.7636363636363637
pop rock,1998,2002,1998_2002,78,0.717948717948718
pop rock,1999,2003,1999_2003,101,0.693069306930693
pop rock,2000,2004,2000_2004,159,0.6792452830188679
pop rock,2001,2005,2001_2005,210,0.680952380952381
pop rock,2002,2006,2002_2006,230,0.7130434782608696
pop rock,2003,2007,2003_2007,285,0.7157894736842105
pop rock,2004,2008,2004_2008,335,0.7343283582089553
pop rock,2005,2009,2005_2009,328,0.7439024390243902
pop rock,2006,2010,2006_2010,314,0.7452229299363057
pop rock,2007,2011,2007_2011,352,0.7386363636363636
pop rock,2008,2012,2008_2012,314,0.7515923566878981
pop rock,2009,2013,2009_2013,343,0.7317784256559767
pop rock,2010,2014,2010_2014,381,0.7296587926509186
pop rock,2011,2015,2011_2015,416,0.7259615384615384
pop rock,2012,2016,2012_2016,408,0.7034313725490197
pop rock,2013,2017,2013_2017,508,0.7007874015748031
pop rock,2014,2018,2014_2018,610,0.6950819672131148
pop rock,2015,2019,2015_2019,555,0.6990990990990991
post-hardcore,1981,1985,1981_1985,21,0.7142857142857143
post-hardcore,1982,1986,1982_1986,22,0.6818181818181818
post-hardcore,1983,1987,1983_1987,23,0.6521739130434783
post-hardcore,1984,1988,1984_1988,22,0.6363636363636364
post-hardcore,1985,1989,1985_1989,29,0.6896551724137931
post-hardcore,1986,1990,1986_1990,22,0.6818181818181818
post-hardcore,1987,1991,1987_1991,26,0.7307692307692307
post-hardcore,1988,1992,1988_1992,26,0.7692307692307693
post-hardcore,1989,1993,1989_1993,39,0.7692307692307693
post-hardcore,1990,1994,1990_1994,39,0.7435897435897436
post-hardcore,1991,1995,1991_1995,37,0.6756756756756757
post-hardcore,1992,1996,1992_1996,35,0.6857142857142857
post-hardcore,1993,1997,1993_1997,35,0.6571428571428571
post-hardcore,1994,1998,1994_1998,37,0.6216216216216216
post-hardcore,1995,1999,1995_1999,30,0.6666666666666666
post-hardcore,1996,2000,1996_2000,41,0.6585365853658537
post-hardcore,1997,2001,1997_2001,58,0.6896551724137931
post-hardcore,1998,2002,1998_2002,78,0.6794871794871795
post-hardcore,1999,2003,1999_2003,99,0.5656565656565656
post-hardcore,2000,2004,2000_2004,119,0.5126050420168067
post-hardcore,2001,2005,2001_2005,153,0.49673202614379086
post-hardcore,2002,2006,2002_2006,176,0.44886363636363635
post-hardcore,2003,2007,2003_2007,202,0.4158415841584158
post-hardcore,2004,2008,2004_2008,206,0.41262135922330095
post-hardcore,2005,2009,2005_2009,239,0.4225941422594142
post-hardcore,2006,2010,2006_2010,270,0.43703703703703706
post-hardcore,2007,2011,2007_2011,323,0.4582043343653251
post-hardcore,2008,2012,2008_2012,354,0.4830508474576271
post-hardcore,2009,2013,2009_2013,474,0.5
post-hardcore,2010,2014,2010_2014,547,0.5045703839122486
post-hardcore,2011,2015,2011_2015,570,0.512280701754386
post-hardcore,2012,2016,2012_2016,649,0.4946070878274268
post-hardcore,2013,2017,2013_2017,671,0.4903129657228018
post-hardcore,2014,2018,2014_2018,690,0.5043478260869565
post-hardcore,2015,2019,2015_2019,611,0.5106382978723404
post-punk,1973,1977,1973_1977,27,0.8888888888888888
post-punk,1974,1978,1974_1978,69,0.7971014492753623
post-punk,1975,1979,1975_1979,152,0.6907894736842105
post-punk,1976,1980,1976_1980,218,0.7064220183486238
post-punk,1977,1981,1977_1981,317,0.6719242902208202
post-punk,1978,1982,1978_1982,331,0.6616314199395771
post-punk,1979,1983,1979_1983,331,0.6525679758308157
post-punk,1980,1984,1980_1984,302,0.6721854304635762
post-punk,1981,1985,1981_1985,294,0.6836734693877551
post-punk,1982,1986,1982_1986,228,0.7192982456140351
post-punk,1983,1987,1983_1987,238,0.7142857142857143
post-punk,1984,1988,1984_1988,229,0.7205240174672489
post-punk,1985,1989,1985_1989,197,0.7157360406091371
post-punk,1986,1990,1986_1990,149,0.6912751677852349
post-punk,1987,1991,1987_1991,123,0.6910569105691057
post-punk,1988,1992,1988_1992,82,0.6707317073170732
post-punk,1989,1993,1989_1993,55,0.6545454545454545
post-punk,1990,1994,1990_1994,42,0.6904761904761905
post-punk,1991,1995,1991_1995,39,0.5897435897435898
post-punk,1992,1996,1992_1996,40,0.625
post-punk,1993,1997,1993_1997,34,0.6470588235294118
post-punk,1994,1998,1994_1998,34,0.6470588235294118
post-punk,1995,1999,1995_1999,37,0.6756756756756757
post-punk,1996,2000,1996_2000,37,0.7027027027027027
post-punk,1997,2001,1997_2001,56,0.6607142857142857
post-punk,1998,2002,1998_2002,67,0.6417910447761194
post-punk,1999,2003,1999_2003,68,0.6470588235294118
post-punk,2000,2004,2000_2004,89,0.6067415730337079
post-punk,2001,2005,2001_2005,115,0.5739130434782609
post-punk,2002,2006,2002_2006,118,0.576271186440678
post-punk,2003,2007,2003_2007,141,0.574468085106383
post-punk,2004,2008,2004_2008,158,0.5759493670886076
post-punk,2005,2009,2005_2009,157,0.6114649681528662
post-punk,2006,2010,2006_2010,164,0.676829268292683
post-punk,2007,2011,2007_2011,173,0.6936416184971098
post-punk,2008,2012,2008_2012,194,0.7010309278350515
post-punk,2009,2013,2009_2013,255,0.6745098039215687
post-punk,2010,2014,2010_2014,299,0.6622073578595318
post-punk,2011,2015,2011_2015,346,0.6560693641618497
post-punk,2012,2016,2012_2016,374,0.6497326203208557
post-punk,2013,2017,2013_2017,428,0.633177570093458
post-punk,2014,2018,2014_2018,488,0.6495901639344263
post-punk,2015,2019,2015_2019,479,0.6492693110647182
power metal,1981,1985,1981_1985,24,0.7083333333333334
power metal,1982,1986,1982_1986,25,0.68
power metal,1983,1987,1983_1987,33,0.5757575757575758
power metal,1984,1988,1984_1988,51,0.5490196078431373
power metal,1985,1989,1985_1989,43,0.46511627906976744
power metal,1986,1990,1986_1990,38,0.4473684210526316
power metal,1987,1991,1987_1991,37,0.4594594594594595
power metal,1988,1992,1988_1992,28,0.39285714285714285
power metal,1990,1994,1990_1994,22,0.45454545454545453
power metal,1991,1995,1991_1995,28,0.35714285714285715
power metal,1992,1996,1992_1996,45,0.37777777777777777
power metal,1993,1997,1993_1997,42,0.42857142857142855
power metal,1994,1998,1994_1998,66,0.3484848484848485
power metal,1995,1999,1995_1999,68,0.35294117647058826
power metal,1996,2000,1996_2000,77,0.37662337662337664
power metal,1997,2001,1997_2001,91,0.46153846153846156
power metal,1998,2002,1998_2002,123,0.5040650406504065
power metal,1999,2003,1999_2003,102,0.5686274509803921
power metal,2000,2004,2000_2004,136,0.5220588235294118
power metal,2001,2005,2001_2005,137,0.5255474452554745
power metal,2002,2006,2002_2006,127,0.49606299212598426
power metal,2003,2007,2003_2007,134,0.43283582089552236
power metal,2004,2008,2004_2008,150,0.4266666666666667
power metal,2005,2009,2005_2009,130,0.43846153846153846
power metal,2006,2010,2006_2010,156,0.3782051282051282
power metal,2007,2011,2007_2011,186,0.34946236559139787
power metal,2008,2012,2008_2012,172,0.37790697674418605
power metal,2009,2013,2009_2013,179,0.3575418994413408
power metal,2010,2014,2010_2014,200,0.355
power metal,2011,2015,2011_2015,205,0.4195121951219512
power metal,2012,2016,2012_2016,237,0.45147679324894513
power metal,2013,2017,2013_2017,274,0.4306569343065693
power metal,2014,2018,2014_2018,335,0.4626865671641791
power metal,2015,2019,2015_2019,343,0.46647230320699706
progressive metal,1984,1988,1984_1988,21,0.38095238095238093
progressive metal,1985,1989,1985_1989,25,0.4
progressive metal,1986,1990,1986_1990,33,0.45454545454545453
progressive metal,1987,1991,1987_1991,31,0.4838709677419355
progressive metal,1988,1992,1988_1992,33,0.5151515151515151
progressive metal,1989,1993,1989_1993,35,0.5142857142857142
progressive metal,1990,1994,1990_1994,40,0.525
progressive metal,1991,1995,1991_1995,48,0.5
progressive metal,1992,1996,1992_1996,57,0.49122807017543857
progressive metal,1993,1997,1993_1997,71,0.5492957746478874
progressive metal,1994,1998,1994_1998,85,0.5529411764705883
progressive metal,1995,1999,1995_1999,106,0.5943396226415094
progressive metal,1996,2000,1996_2000,94,0.6063829787234043
progressive metal,1997,2001,1997_2001,105,0.6476190476190476
progressive metal,1998,2002,1998_2002,113,0.6194690265486725
progressive metal,1999,2003,1999_2003,116,0.646551724137931
progressive metal,2000,2004,2000_2004,116,0.6120689655172413
progressive metal,2001,2005,2001_2005,159,0.559748427672956
progressive metal,2002,2006,2002_2006,183,0.5355191256830601
progressive metal,2003,2007,2003_2007,203,0.5270935960591133
progressive metal,2004,2008,2004_2008,223,0.4977578475336323
progressive metal,2005,2009,2005_2009,263,0.5209125475285171
progressive metal,2006,2010,2006_2010,251,0.5179282868525896
progressive metal,2007,2011,2007_2011,267,0.5131086142322098
progressive metal,2008,2012,2008_2012,300,0.5133333333333333
progressive metal,2009,2013,2009_2013,324,0.5462962962962963
progressive metal,2010,2014,2010_2014,322,0.5248447204968945
progressive metal,2011,2015,2011_2015,353,0.5240793201133145
progressive metal,2012,2016,2012_2016,412,0.5412621359223301
progressive metal,2013,2017,2013_2017,415,0.5397590361445783
progressive metal,2014,2018,2014_2018,450,0.5311111111111111
progressive metal,2015,2019,2015_2019,441,0.5260770975056689
progressive rock,1963,1967,1963_1967,25,0.6
progressive rock,1964,1968,1964_1968,34,0.6470588235294118
progressive rock,1965,1969,1965_1969,76,0.6710526315789473
progressive rock,1966,1970,1966_1970,127,0.6614173228346457
progressive rock,1967,1971,1967_1971,190,0.6421052631578947
progressive rock,1968,1972,1968_1972,231,0.670995670995671
progressive rock,1969,1973,1969_1973,259,0.667953667953668
progressive rock,1970,1974,1970_1974,264,0.6553030303030303
progressive rock,1971,1975,1971_1975,256,0.66015625
progressive rock,1972,1976,1972_1976,234,0.6581196581196581
progressive rock,1973,1977,1973_1977,219,0.6621004566210046
