genre,window_start,window_end,window_label,n_tracks,major_share
dream pop,2010,2014,2010_2014,330,0.706060606060606
dream pop,2011,2015,2011_2015,413,0.6731234866828087
dream pop,2012,2016,2012_2016,447,0.6599552572706935
dream pop,2013,2017,2013_2017,543,0.6758747697974218
dream pop,2014,2018,2014_2018,674,0.6572700296735905
dream pop,2015,2019,2015_2019,642,0.661993769470405
easy listening,1959,1963,1959_1963,23,0.6956521739130435
easy listening,1960,1964,1960_1964,26,0.7307692307692307
easy listening,1961,1965,1961_1965,29,0.7586206896551724
easy listening,1962,1966,1962_1966,31,0.7419354838709677
easy listening,1963,1967,1963_1967,32,0.71875
easy listening,1964,1968,1964_1968,24,0.75
easy listening,1965,1969,1965_1969,22,0.7272727272727273
easy listening,1966,1970,1966_1970,23,0.7391304347826086
easy listening,1967,1971,1967_1971,26,0.8076923076923077
easy listening,1968,1972,1968_1972,23,0.9130434782608695
easy listening,1969,1973,1969_1973,27,0.8148148148148148
easy listening,1970,1974,1970_1974,29,0.8620689655172413
easy listening,1971,1975,1971_1975,31,0.8387096774193549
easy listening,1972,1976,1972_1976,34,0.8235294117647058
easy listening,1973,1977,1973_1977,29,0.7586206896551724
easy listening,1974,1978,1974_1978,29,0.7931034482758621
easy listening,1975,1979,1975_1979,29,0.7931034482758621
easy listening,1976,1980,1976_1980,35,0.6285714285714286
easy listening,1977,1981,1977_1981,30,0.6
easy listening,1978,1982,1978_1982,32,0.65625
easy listening,1979,1983,1979_1983,29,0.6206896551724138
easy listening,1980,1984,1980_1984,26,0.5384615384615384
easy listening,1986,1990,1986_1990,20,0.85
easy listening,1987,1991,1987_1991,22,0.7272727272727273
easy listening,1988,1992,1988_1992,20,0.75
easy listening,1994,1998,1994_1998,21,0.8095238095238095
easy listening,1995,1999,1995_1999,25,0.84
easy listening,1996,2000,1996_2000,29,0.8620689655172413
easy listening,1997,2001,1997_2001,34,0.7647058823529411
easy listening,1998,2002,1998_2002,40,0.775
easy listening,1999,2003,1999_2003,54,0.7962962962962963
easy listening,2000,2004,2000_2004,51,0.803921568627451
easy listening,2001,2005,2001_2005,58,0.7586206896551724
easy listening,2002,2006,2002_2006,54,0.7592592592592593
easy listening,2003,2007,2003_2007,60,0.7166666666666667
easy listening,2004,2008,2004_2008,46,0.6521739130434783
easy listening,2005,2009,2005_2009,51,0.6666666666666666
easy listening,2006,2010,2006_2010,45,0.6666666666666666
easy listening,2007,2011,2007_2011,50,0.72
easy listening,2008,2012,2008_2012,44,0.75
easy listening,2009,2013,2009_2013,50,0.76
easy listening,2010,2014,2010_2014,58,0.7586206896551724
easy listening,2011,2015,2011_2015,57,0.7894736842105263
easy listening,2012,2016,2012_2016,52,0.7884615384615384
easy listening,2013,2017,2013_2017,50,0.78
easy listening,2014,2018,2014_2018,52,0.8076923076923077
easy listening,2015,2019,2015_2019,38,0.8421052631578947
electronic,1971,1975,1971_1975,20,0.65
electronic,1972,1976,1972_1976,21,0.6666666666666666
electronic,1973,1977,1973_1977,29,0.6896551724137931
electronic,1974,1978,1974_1978,29,0.6896551724137931
electronic,1975,1979,1975_1979,30,0.6
electronic,1976,1980,1976_1980,26,0.5769230769230769
electronic,1977,1981,1977_1981,33,0.5151515151515151
electronic,1978,1982,1978_1982,26,0.5
electronic,1979,1983,1979_1983,28,0.5357142857142857
electronic,1980,1984,1980_1984,22,0.5454545454545454
electronic,1981,1985,1981_1985,23,0.5652173913043478
electronic,1982,1986,1982_1986,25,0.56
electronic,1983,1987,1983_1987,27,0.48148148148148145
electronic,1984,1988,1984_1988,21,0.47619047619047616
electronic,1985,1989,1985_1989,22,0.5
electronic,1986,1990,1986_1990,23,0.4782608695652174
electronic,1987,1991,1987_1991,27,0.5185185185185185
electronic,1988,1992,1988_1992,40,0.6
electronic,1989,1993,1989_1993,60,0.6333333333333333
electronic,1990,1994,1990_1994,97,0.6185567010309279
electronic,1991,1995,1991_1995,125,0.656
electronic,1992,1996,1992_1996,154,0.6363636363636364
electronic,1993,1997,1993_1997,198,0.6363636363636364
electronic,1994,1998,1994_1998,241,0.6099585062240664
electronic,1995,1999,1995_1999,264,0.5833333333333334
electronic,1996,2000,1996_2000,296,0.5337837837837838
electronic,1997,2001,1997_2001,362,0.5359116022099447
electronic,1998,2002,1998_2002,385,0.548051948051948
electronic,1999,2003,1999_2003,434,0.5368663594470046
electronic,2000,2004,2000_2004,456,0.5328947368421053
electronic,2001,2005,2001_2005,556,0.5323741007194245
electronic,2002,2006,2002_2006,553,0.5135623869801085
electronic,2003,2007,2003_2007,682,0.501466275659824
electronic,2004,2008,2004_2008,797,0.5056461731493099
electronic,2005,2009,2005_2009,958,0.5219206680584552
electronic,2006,2010,2006_2010,1157,0.5350043215211755
electronic,2007,2011,2007_2011,1423,0.5382993675333801
electronic,2008,2012,2008_2012,1518,0.5316205533596838
electronic,2009,2013,2009_2013,1707,0.5260691271236086
electronic,2010,2014,2010_2014,1955,0.519693094629156
electronic,2011,2015,2011_2015,2036,0.5127701375245579
electronic,2012,2016,2012_2016,2171,0.5071395670198066
electronic,2013,2017,2013_2017,2464,0.5008116883116883
electronic,2014,2018,2014_2018,2692,0.5033432392273403
electronic,2015,2019,2015_2019,2463,0.5006090133982948
experimental,1964,1968,1964_1968,24,0.7083333333333334
experimental,1965,1969,1965_1969,29,0.7241379310344828
experimental,1966,1970,1966_1970,37,0.6756756756756757
experimental,1967,1971,1967_1971,38,0.6578947368421053
experimental,1968,1972,1968_1972,35,0.6571428571428571
experimental,1969,1973,1969_1973,24,0.625
experimental,1970,1974,1970_1974,29,0.6896551724137931
experimental,1971,1975,1971_1975,22,0.7727272727272727
experimental,1972,1976,1972_1976,24,0.875
experimental,1973,1977,1973_1977,23,0.8695652173913043
experimental,1974,1978,1974_1978,23,0.9130434782608695
experimental,1975,1979,1975_1979,21,0.8095238095238095
experimental,1976,1980,1976_1980,22,0.7727272727272727
experimental,1977,1981,1977_1981,21,0.7619047619047619
experimental,1978,1982,1978_1982,30,0.6666666666666666
experimental,1979,1983,1979_1983,33,0.696969696969697
experimental,1980,1984,1980_1984,28,0.6785714285714286
experimental,1981,1985,1981_1985,27,0.7037037037037037
experimental,1982,1986,1982_1986,28,0.6428571428571429
experimental,1983,1987,1983_1987,20,0.7
experimental,1984,1988,1984_1988,22,0.5909090909090909
experimental,1985,1989,1985_1989,22,0.5909090909090909
experimental,1986,1990,1986_1990,28,0.6428571428571429
experimental,1987,1991,1987_1991,31,0.7419354838709677
experimental,1988,1992,1988_1992,32,0.8125
experimental,1989,1993,1989_1993,30,0.8333333333333334
experimental,1990,1994,1990_1994,36,0.8055555555555556
experimental,1991,1995,1991_1995,56,0.7678571428571429
experimental,1992,1996,1992_1996,60,0.7666666666666667
experimental,1993,1997,1993_1997,80,0.6875
experimental,1994,1998,1994_1998,89,0.6629213483146067
experimental,1995,1999,1995_1999,98,0.6632653061224489
experimental,1996,2000,1996_2000,87,0.6436781609195402
experimental,1997,2001,1997_2001,118,0.5847457627118644
experimental,1998,2002,1998_2002,117,0.5982905982905983
experimental,1999,2003,1999_2003,155,0.6258064516129033
experimental,2000,2004,2000_2004,196,0.6224489795918368
experimental,2001,2005,2001_2005,229,0.5807860262008734
experimental,2002,2006,2002_2006,253,0.5573122529644269
experimental,2003,2007,2003_2007,308,0.5584415584415584
experimental,2004,2008,2004_2008,305,0.5573770491803278
experimental,2005,2009,2005_2009,333,0.5735735735735735
experimental,2006,2010,2006_2010,400,0.595
experimental,2007,2011,2007_2011,464,0.6056034482758621
experimental,2008,2012,2008_2012,478,0.5983263598326359
experimental,2009,2013,2009_2013,547,0.5959780621572212
experimental,2010,2014,2010_2014,592,0.589527027027027
experimental,2011,2015,2011_2015,623,0.5698234349919743
experimental,2012,2016,2012_2016,653,0.5834609494640123
experimental,2013,2017,2013_2017,724,0.5787292817679558
experimental,2014,2018,2014_2018,817,0.5813953488372093
experimental,2015,2019,2015_2019,767,0.5788787483702738
folk,1959,1963,1959_1963,20,0.6
folk,1960,1964,1960_1964,29,0.7241379310344828
folk,1961,1965,1961_1965,31,0.8064516129032258
folk,1962,1966,1962_1966,39,0.7692307692307693
folk,1963,1967,1963_1967,37,0.7837837837837838
folk,1964,1968,1964_1968,40,0.775
folk,1965,1969,1965_1969,46,0.6956521739130435
folk,1966,1970,1966_1970,55,0.7636363636363637
folk,1967,1971,1967_1971,56,0.8035714285714286
folk,1968,1972,1968_1972,60,0.8166666666666667
folk,1969,1973,1969_1973,52,0.8076923076923077
folk,1970,1974,1970_1974,43,0.8372093023255814
folk,1971,1975,1971_1975,36,0.8333333333333334
folk,1972,1976,1972_1976,31,0.8064516129032258
folk,1973,1977,1973_1977,23,0.7391304347826086
folk,1974,1978,1974_1978,31,0.7741935483870968
folk,1975,1979,1975_1979,33,0.7878787878787878
folk,1976,1980,1976_1980,25,0.72
folk,1977,1981,1977_1981,25,0.72
folk,1978,1982,1978_1982,23,0.6956521739130435
folk,1979,1983,1979_1983,20,0.65
folk,1980,1984,1980_1984,20,0.7
folk,1981,1985,1981_1985,28,0.75
folk,1982,1986,1982_1986,27,0.7777777777777778
folk,1983,1987,1983_1987,27,0.8148148148148148
folk,1984,1988,1984_1988,29,0.7241379310344828
folk,1985,1989,1985_1989,29,0.6206896551724138
folk,1986,1990,1986_1990,27,0.5925925925925926
folk,1987,1991,1987_1991,38,0.5789473684210527
folk,1988,1992,1988_1992,39,0.5897435897435898
folk,1989,1993,1989_1993,34,0.6470588235294118
folk,1990,1994,1990_1994,33,0.7272727272727273
folk,1991,1995,1991_1995,38,0.7368421052631579
folk,1992,1996,1992_1996,36,0.7777777777777778
folk,1993,1997,1993_1997,41,0.7560975609756098
folk,1994,1998,1994_1998,71,0.7746478873239436
folk,1995,1999,1995_1999,77,0.7272727272727273
folk,1996,2000,1996_2000,76,0.6842105263157895
folk,1997,2001,1997_2001,91,0.6923076923076923
folk,1998,2002,1998_2002,112,0.7232142857142857
folk,1999,2003,1999_2003,102,0.6666666666666666
folk,2000,2004,2000_2004,116,0.6982758620689655
folk,2001,2005,2001_2005,150,0.7333333333333333
folk,2002,2006,2002_2006,169,0.7396449704142012
folk,2003,2007,2003_2007,216,0.7129629629629629
folk,2004,2008,2004_2008,282,0.7340425531914894
folk,2005,2009,2005_2009,376,0.7367021276595744
folk,2006,2010,2006_2010,454,0.7268722466960352
folk,2007,2011,2007_2011,600,0.7183333333333334
folk,2008,2012,2008_2012,731,0.7359781121751026
folk,2009,2013,2009_2013,823,0.7253948967193196
folk,2010,2014,2010_2014,851,0.7203290246768508
folk,2011,2015,2011_2015,910,0.7241758241758242
folk,2012,2016,2012_2016,898,0.7249443207126949
folk,2013,2017,2013_2017,946,0.7071881606765328
folk,2014,2018,2014_2018,1025,0.72
folk,2015,2019,2015_2019,959,0.7194994786235662
funk,1965,1969,1965_1969,20,0.75
funk,1966,1970,1966_1970,44,0.6136363636363636
funk,1967,1971,1967_1971,75,0.6
funk,1968,1972,1968_1972,95,0.5894736842105263
funk,1969,1973,1969_1973,125,0.584
funk,1970,1974,1970_1974,141,0.5673758865248227
funk,1971,1975,1971_1975,142,0.5915492957746479
funk,1972,1976,1972_1976,120,0.5666666666666667
funk,1973,1977,1973_1977,108,0.5277777777777778
funk,1974,1978,1974_1978,90,0.5333333333333333
funk,1975,1979,1975_1979,72,0.5694444444444444
funk,1976,1980,1976_1980,60,0.55
funk,1977,1981,1977_1981,65,0.6
funk,1978,1982,1978_1982,66,0.6363636363636364
funk,1979,1983,1979_1983,62,0.6129032258064516
funk,1980,1984,1980_1984,72,0.5972222222222222
funk,1981,1985,1981_1985,73,0.6301369863013698
funk,1982,1986,1982_1986,64,0.625
funk,1983,1987,1983_1987,74,0.6486486486486487
funk,1984,1988,1984_1988,67,0.6716417910447762
funk,1985,1989,1985_1989,62,0.6290322580645161
funk,1986,1990,1986_1990,52,0.5961538461538461
funk,1987,1991,1987_1991,78,0.6410256410256411
funk,1988,1992,1988_1992,65,0.6615384615384615
funk,1989,1993,1989_1993,81,0.6296296296296297
funk,1990,1994,1990_1994,75,0.6533333333333333
funk,1991,1995,1991_1995,90,0.6777777777777778
funk,1992,1996,1992_1996,70,0.6142857142857143
funk,1993,1997,1993_1997,79,0.6075949367088608
funk,1994,1998,1994_1998,70,0.6
funk,1995,1999,1995_1999,86,0.6162790697674418
funk,1996,2000,1996_2000,83,0.5301204819277109
funk,1997,2001,1997_2001,82,0.5609756097560976
funk,1998,2002,1998_2002,81,0.5555555555555556
funk,1999,2003,1999_2003,90,0.5666666666666667
funk,2000,2004,2000_2004,72,0.5138888888888888
funk,2001,2005,2001_2005,70,0.5857142857142857
funk,2002,2006,2002_2006,102,0.5980392156862745
funk,2003,2007,2003_2007,118,0.5932203389830508
funk,2004,2008,2004_2008,117,0.6068376068376068
funk,2005,2009,2005_2009,131,0.6335877862595419
funk,2006,2010,2006_2010,151,0.5960264900662252
funk,2007,2011,2007_2011,131,0.5572519083969466
funk,2008,2012,2008_2012,135,0.5407407407407407
funk,2009,2013,2009_2013,150,0.5333333333333333
funk,2010,2014,2010_2014,204,0.4852941176470588
funk,2011,2015,2011_2015,226,0.504424778761062
funk,2012,2016,2012_2016,294,0.5408163265306123
funk,2013,2017,2013_2017,353,0.5439093484419264
funk,2014,2018,2014_2018,435,0.5540229885057472
funk,2015,2019,2015_2019,404,0.5767326732673267
glam rock,1967,1971,1967_1971,36,0.8055555555555556
glam rock,1968,1972,1968_1972,69,0.7971014492753623
glam rock,1969,1973,1969_1973,114,0.7719298245614035
glam rock,1970,1974,1970_1974,159,0.7672955974842768
glam rock,1971,1975,1971_1975,162,0.7839506172839507
glam rock,1972,1976,1972_1976,153,0.7712418300653595
glam rock,1973,1977,1973_1977,134,0.753731343283582
glam rock,1974,1978,1974_1978,101,0.7524752475247525
glam rock,1975,1979,1975_1979,57,0.7368421052631579
glam rock,1976,1980,1976_1980,65,0.7230769230769231
glam rock,1977,1981,1977_1981,54,0.7407407407407407
glam rock,1978,1982,1978_1982,47,0.8085106382978723
glam rock,1979,1983,1979_1983,43,0.813953488372093
glam rock,1980,1984,1980_1984,41,0.8292682926829268
glam rock,1981,1985,1981_1985,25,0.84
glam rock,1982,1986,1982_1986,28,0.8214285714285714
glam rock,1983,1987,1983_1987,23,0.782608695652174
glam rock,1985,1989,1985_1989,20,0.8
glam rock,1986,1990,1986_1990,21,0.8571428571428571
glam rock,1987,1991,1987_1991,22,0.7727272727272727
glam rock,1988,1992,1988_1992,20,0.75
glam rock,1989,1993,1989_1993,29,0.7586206896551724
glam rock,1990,1994,1990_1994,22,0.7727272727272727
glam rock,1991,1995,1991_1995,24,0.7916666666666666
glam rock,1993,1997,1993_1997,20,0.85
glam rock,2000,2004,2000_2004,20,0.65
glam rock,2001,2005,2001_2005,23,0.6956521739130435
glam rock,2002,2006,2002_2006,27,0.7037037037037037
glam rock,2003,2007,2003_2007,27,0.7037037037037037
glam rock,2004,2008,2004_2008,21,0.6190476190476191
glam rock,2005,2009,2005_2009,21,0.5714285714285714
glam rock,2006,2010,2006_2010,24,0.5416666666666666
glam rock,2009,2013,2009_2013,25,0.52
glam rock,2010,2014,2010_2014,25,0.64
glam rock,2011,2015,2011_2015,20,0.6
glam rock,2012,2016,2012_2016,27,0.5555555555555556
glam rock,2013,2017,2013_2017,39,0.5128205128205128
glam rock,2014,2018,2014_2018,67,0.5970149253731343
glam rock,2015,2019,2015_2019,65,0.6307692307692307
gothic rock,1977,1981,1977_1981,31,0.5483870967741935
gothic rock,1978,1982,1978_1982,47,0.5957446808510638
gothic rock,1979,1983,1979_1983,49,0.5510204081632653
gothic rock,1980,1984,1980_1984,55,0.5636363636363636
gothic rock,1981,1985,1981_1985,50,0.54
gothic rock,1982,1986,1982_1986,44,0.5454545454545454
gothic rock,1983,1987,1983_1987,37,0.5135135135135135
gothic rock,1984,1988,1984_1988,32,0.5625
gothic rock,1985,1989,1985_1989,26,0.5384615384615384
gothic rock,1986,1990,1986_1990,21,0.5714285714285714
gothic rock,1992,1996,1992_1996,23,0.4782608695652174
gothic rock,1993,1997,1993_1997,31,0.5483870967741935
gothic rock,1994,1998,1994_1998,28,0.5357142857142857
gothic rock,1995,1999,1995_1999,33,0.5757575757575758
gothic rock,1996,2000,1996_2000,36,0.6388888888888888
gothic rock,1997,2001,1997_2001,29,0.6551724137931034
gothic rock,1998,2002,1998_2002,26,0.5769230769230769
gothic rock,1999,2003,1999_2003,38,0.4473684210526316
gothic rock,2000,2004,2000_2004,43,0.3953488372093023
gothic rock,2001,2005,2001_2005,59,0.3728813559322034
gothic rock,2002,2006,2002_2006,72,0.3194444444444444
gothic rock,2003,2007,2003_2007,91,0.3076923076923077
gothic rock,2004,2008,2004_2008,84,0.2976190476190476
gothic rock,2005,2009,2005_2009,84,0.32142857142857145
gothic rock,2006,2010,2006_2010,71,0.323943661971831
gothic rock,2007,2011,2007_2011,80,0.4375
gothic rock,2008,2012,2008_2012,71,0.4647887323943662
gothic rock,2009,2013,2009_2013,72,0.5138888888888888
gothic rock,2010,2014,2010_2014,99,0.47474747474747475
gothic rock,2011,2015,2011_2015,101,0.4752475247524752
gothic rock,2012,2016,2012_2016,94,0.4148936170212766
gothic rock,2013,2017,2013_2017,119,0.3865546218487395
gothic rock,2014,2018,2014_2018,133,0.41353383458646614
gothic rock,2015,2019,2015_2019,102,0.4117647058823529
grunge,1984,1988,1984_1988,20,0.7
grunge,1985,1989,1985_1989,20,0.6
grunge,1986,1990,1986_1990,54,0.7592592592592593
grunge,1987,1991,1987_1991,128,0.7109375
grunge,1988,1992,1988_1992,200,0.735
grunge,1989,1993,1989_1993,256,0.7421875
grunge,1990,1994,1990_1994,318,0.7641509433962265
grunge,1991,1995,1991_1995,341,0.7448680351906158
grunge,1992,1996,1992_1996,315,0.765079365079365
grunge,1993,1997,1993_1997,267,0.7602996254681648
grunge,1994,1998,1994_1998,223,0.7668161434977578
grunge,1995,1999,1995_1999,191,0.7643979057591623
grunge,1996,2000,1996_2000,148,0.7837837837837838
grunge,1997,2001,1997_2001,117,0.7948717948717948
grunge,1998,2002,1998_2002,132,0.7575757575757576
grunge,1999,2003,1999_2003,116,0.7413793103448276
grunge,2000,2004,2000_2004,85,0.7058823529411765
grunge,2001,2005,2001_2005,91,0.7252747252747253
grunge,2002,2006,2002_2006,88,0.7045454545454546
grunge,2003,2007,2003_2007,76,0.7894736842105263
grunge,2004,2008,2004_2008,82,0.8048780487804879
grunge,2005,2009,2005_2009,114,0.7543859649122807
grunge,2006,2010,2006_2010,109,0.7614678899082569
grunge,2007,2011,2007_2011,105,0.7523809523809524
grunge,2008,2012,2008_2012,90,0.7
grunge,2009,2013,2009_2013,109,0.7155963302752294
grunge,2010,2014,2010_2014,88,0.75
grunge,2011,2015,2011_2015,108,0.6851851851851852
grunge,2012,2016,2012_2016,117,0.7008547008547008
grunge,2013,2017,2013_2017,141,0.6666666666666666
grunge,2014,2018,2014_2018,177,0.6214689265536724
grunge,2015,2019,2015_2019,195,0.6461538461538462
hard rock,1965,1969,1965_1969,41,0.8048780487804879
hard rock,1966,1970,1966_1970,64,0.828125
hard rock,1967,1971,1967_1971,91,0.8021978021978022
hard rock,1968,1972,1968_1972,116,0.7844827586206896
hard rock,1969,1973,1969_1973,159,0.779874213836478
hard rock,1970,1974,1970_1974,178,0.7471910112359551
hard rock,1971,1975,1971_1975,226,0.6991150442477876
hard rock,1972,1976,1972_1976,254,0.6889763779527559
hard rock,1973,1977,1973_1977,269,0.6654275092936803
hard rock,1974,1978,1974_1978,263,0.6273764258555133
hard rock,1975,1979,1975_1979,275,0.6254545454545455
hard rock,1976,1980,1976_1980,262,0.6526717557251909
hard rock,1977,1981,1977_1981,260,0.6423076923076924
hard rock,1978,1982,1978_1982,261,0.6398467432950191
hard rock,1979,1983,1979_1983,264,0.6515151515151515
hard rock,1980,1984,1980_1984,277,0.6245487364620939
hard rock,1981,1985,1981_1985,247,0.5910931174089069
hard rock,1982,1986,1982_1986,260,0.5884615384615385
hard rock,1983,1987,1983_1987,265,0.6226415094339622
hard rock,1984,1988,1984_1988,270,0.6444444444444445
hard rock,1985,1989,1985_1989,258,0.6782945736434108
hard rock,1986,1990,1986_1990,269,0.6988847583643123
hard rock,1987,1991,1987_1991,248,0.7137096774193549
hard rock,1988,1992,1988_1992,241,0.7053941908713693
hard rock,1989,1993,1989_1993,203,0.6798029556650246
hard rock,1990,1994,1990_1994,159,0.6855345911949685
hard rock,1991,1995,1991_1995,141,0.6808510638297872
hard rock,1992,1996,1992_1996,101,0.6831683168316832
hard rock,1993,1997,1993_1997,82,0.7073170731707317
hard rock,1994,1998,1994_1998,81,0.7530864197530864
hard rock,1995,1999,1995_1999,83,0.7831325301204819
hard rock,1996,2000,1996_2000,84,0.7261904761904762
hard rock,1997,2001,1997_2001,131,0.7480916030534351
hard rock,1998,2002,1998_2002,181,0.712707182320442
hard rock,1999,2003,1999_2003,216,0.6898148148148148
hard rock,2000,2004,2000_2004,271,0.6974169741697417
hard rock,2001,2005,2001_2005,324,0.691358024691358
hard rock,2002,2006,2002_2006,364,0.6510989010989011
hard rock,2003,2007,2003_2007,372,0.6290322580645161
hard rock,2004,2008,2004_2008,387,0.627906976744186
hard rock,2005,2009,2005_2009,398,0.6055276381909548
hard rock,2006,2010,2006_2010,423,0.607565011820331
hard rock,2007,2011,2007_2011,400,0.625
hard rock,2008,2012,2008_2012,391,0.6445012787723785
hard rock,2009,2013,2009_2013,375,0.64
hard rock,2010,2014,2010_2014,332,0.6506024096385542
hard rock,2011,2015,2011_2015,294,0.6394557823129252
hard rock,2012,2016,2012_2016,276,0.6268115942028986
hard rock,2013,2017,2013_2017,294,0.6156462585034014
hard rock,2014,2018,2014_2018,376,0.5904255319148937
hard rock,2015,2019,2015_2019,366,0.5683060109289617
hardcore,1977,1981,1977_1981,20,0.75
hardcore,1978,1982,1978_1982,27,0.7777777777777778
hardcore,1979,1983,1979_1983,30,0.7666666666666667
hardcore,1980,1984,1980_1984,32,0.78125
hardcore,1981,1985,1981_1985,31,0.8064516129032258
hardcore,1982,1986,1982_1986,25,0.84
hardcore,1983,1987,1983_1987,24,0.7916666666666666
hardcore,1984,1988,1984_1988,24,0.75
hardcore,1985,1989,1985_1989,25,0.68
hardcore,1986,1990,1986_1990,27,0.5925925925925926
hardcore,1987,1991,1987_1991,25,0.52
hardcore,1988,1992,1988_1992,21,0.5238095238095238
hardcore,1989,1993,1989_1993,21,0.5238095238095238
hardcore,1990,1994,1990_1994,26,0.5
hardcore,1991,1995,1991_1995,28,0.5714285714285714
hardcore,1992,1996,1992_1996,27,0.5925925925925926
hardcore,1993,1997,1993_1997,29,0.5862068965517241
hardcore,1994,1998,1994_1998,42,0.6190476190476191
hardcore,1995,1999,1995_1999,47,0.6808510638297872
hardcore,1996,2000,1996_2000,54,0.7037037037037037
hardcore,1997,2001,1997_2001,72,0.7083333333333334
hardcore,1998,2002,1998_2002,90,0.7111111111111111
hardcore,1999,2003,1999_2003,106,0.6792452830188679
hardcore,2000,2004,2000_2004,150,0.5933333333333334
hardcore,2001,2005,2001_2005,181,0.580110497237569
hardcore,2002,2006,2002_2006,238,0.5630252100840336
hardcore,2003,2007,2003_2007,288,0.5451388888888888
hardcore,2004,2008,2004_2008,325,0.5353846153846153
hardcore,2005,2009,2005_2009,361,0.5789473684210527
hardcore,2006,2010,2006_2010,394,0.5786802030456852
hardcore,2007,2011,2007_2011,411,0.5571776155717761
hardcore,2008,2012,2008_2012,443,0.5756207674943566
hardcore,2009,2013,2009_2013,466,0.572961373390558
hardcore,2010,2014,2010_2014,456,0.5526315789473685
hardcore,2011,2015,2011_2015,478,0.5502092050209205
hardcore,2012,2016,2012_2016,543,0.572744014732965
hardcore,2013,2017,2013_2017,693,0.56998556998557
hardcore,2014,2018,2014_2018,895,0.5776536312849162
hardcore,2015,2019,2015_2019,914,0.5700218818380745
hardcore punk,1976,1980,1976_1980,20,0.7
hardcore punk,1977,1981,1977_1981,23,0.6521739130434783
hardcore punk,1978,1982,1978_1982,35,0.6571428571428571
hardcore punk,1979,1983,1979_1983,46,0.6956521739130435
hardcore punk,1980,1984,1980_1984,68,0.75
hardcore punk,1981,1985,1981_1985,56,0.7321428571428571
hardcore punk,1982,1986,1982_1986,58,0.7413793103448276
hardcore punk,1983,1987,1983_1987,58,0.7931034482758621
hardcore punk,1984,1988,1984_1988,50,0.8
hardcore punk,1985,1989,1985_1989,34,0.7941176470588235
hardcore punk,1986,1990,1986_1990,28,0.8571428571428571
hardcore punk,1987,1991,1987_1991,23,0.9130434782608695
hardcore punk,1995,1999,1995_1999,22,0.6818181818181818
hardcore punk,1997,2001,1997_2001,33,0.6363636363636364
hardcore punk,1998,2002,1998_2002,31,0.6451612903225806
hardcore punk,1999,2003,1999_2003,33,0.7272727272727273
hardcore punk,2000,2004,2000_2004,31,0.6451612903225806
hardcore punk,2001,2005,2001_2005,34,0.6764705882352942
hardcore punk,2002,2006,2002_2006,25,0.64
hardcore punk,2003,2007,2003_2007,29,0.5862068965517241
hardcore punk,2004,2008,2004_2008,25,0.52
hardcore punk,2005,2009,2005_2009,23,0.5652173913043478
hardcore punk,2006,2010,2006_2010,27,0.5925925925925926
hardcore punk,2007,2011,2007_2011,32,0.6875
hardcore punk,2008,2012,2008_2012,44,0.6590909090909091
hardcore punk,2009,2013,2009_2013,58,0.6896551724137931
hardcore punk,2010,2014,2010_2014,73,0.684931506849315
hardcore punk,2011,2015,2011_2015,92,0.6847826086956522
hardcore punk,2012,2016,2012_2016,114,0.6228070175438597
hardcore punk,2013,2017,2013_2017,143,0.6223776223776224
hardcore punk,2014,2018,2014_2018,170,0.6352941176470588
hardcore punk,2015,2019,2015_2019,170,0.6588235294117647
indie rock,1983,1987,1983_1987,20,0.7
indie rock,1984,1988,1984_1988,30,0.7666666666666667
indie rock,1985,1989,1985_1989,36,0.8055555555555556
indie rock,1986,1990,1986_1990,32,0.8125
indie rock,1987,1991,1987_1991,35,0.8285714285714286
indie rock,1988,1992,1988_1992,42,0.7857142857142857
indie rock,1989,1993,1989_1993,53,0.8113207547169812
indie rock,1990,1994,1990_1994,88,0.7613636363636364
indie rock,1991,1995,1991_1995,119,0.773109243697479
indie rock,1992,1996,1992_1996,149,0.7651006711409396
indie rock,1993,1997,1993_1997,183,0.7978142076502732
indie rock,1994,1998,1994_1998,215,0.7674418604651163
indie rock,1995,1999,1995_1999,234,0.7777777777777778
indie rock,1996,2000,1996_2000,269,0.7546468401486989
indie rock,1997,2001,1997_2001,336,0.7470238095238095
indie rock,1998,2002,1998_2002,384,0.734375
indie rock,1999,2003,1999_2003,493,0.7505070993914807
indie rock,2000,2004,2000_2004,601,0.7237936772046589
indie rock,2001,2005,2001_2005,776,0.6997422680412371
indie rock,2002,2006,2002_2006,841,0.6872770511296076
indie rock,2003,2007,2003_2007,1033,0.6766698935140368
indie rock,2004,2008,2004_2008,1106,0.6573236889692586
indie rock,2005,2009,2005_2009,1185,0.6624472573839663
indie rock,2006,2010,2006_2010,1192,0.6677852348993288
indie rock,2007,2011,2007_2011,1342,0.676602086438152
indie rock,2008,2012,2008_2012,1341,0.6778523489932886
indie rock,2009,2013,2009_2013,1471,0.6804894629503739
indie rock,2010,2014,2010_2014,1579,0.6776440785307156
indie rock,2011,2015,2011_2015,1611,0.6697703289882061
indie rock,2012,2016,2012_2016,1578,0.6749049429657795
indie rock,2013,2017,2013_2017,1661,0.6664659843467791
indie rock,2014,2018,2014_2018,1806,0.667220376522702
indie rock,2015,2019,2015_2019,1661,0.6646598434677905
industrial,1981,1985,1981_1985,23,0.6521739130434783
industrial,1982,1986,1982_1986,34,0.6764705882352942
industrial,1983,1987,1983_1987,40,0.7
