feature,genre,n_valid_windows,first_window,last_window,first_value,last_value,last_minus_first,mean_value,median_value
valence,soft rock,49,1967,2015,0.5474285714285715,0.5325046875,-0.014923883928571469,0.5010728933532607,0.5194375
valence,soul,61,1955,2015,0.47245,0.4290533644859813,-0.04339663551401868,0.5561961753403379,0.5571662650602409
valence,soundtrack,44,1965,2015,0.5926190476190476,0.2915227083333333,-0.3010963392857143,0.344067725348241,0.31793746833284614
valence,synthpop,41,1975,2015,0.5416000000000001,0.4421414994720169,-0.09945850052798316,0.5623774058736726,0.5715
valence,thrash metal,37,1979,2015,0.2845583333333333,0.26042830188679245,-0.024130031446540856,0.3135217676031201,0.31250574712643675
tempo,alternative rock,37,1979,2015,136.80223333333333,125.68345454545455,-11.118778787878782,127.48955818416539,127.86930501930503
tempo,ambient,43,1971,2015,117.3463,113.56070163487738,-3.785598365122624,113.06391243315838,112.42552720677148
tempo,black metal,36,1980,2015,119.32755,126.40640652818992,7.078856528189917,123.74235892397178,122.9555125645962
tempo,blues,61,1955,2015,107.84781395348837,114.88401811594204,7.0362041624536715,118.35315055594408,119.03378523489933
tempo,bossa nova,54,1960,2015,115.0199,119.2635875,4.243687499999993,117.46698779852068,116.38290347826087
tempo,brazilian rock,34,1982,2015,125.79704347826086,123.91948979591837,-1.8775536823424943,123.78685096538554,124.36376759991884
tempo,classic rock,61,1955,2015,121.52561538461539,119.77061016949153,-1.7550052151238589,120.7774604162743,120.885010989011
tempo,country,53,1955,2015,118.64239130434783,117.44500229885058,-1.197389005497243,119.02257437563168,119.58061904761904
tempo,death metal,33,1983,2015,111.2397,124.04020845070421,12.800508450704214,120.72908765208854,121.41836244541484
tempo,disco,46,1970,2015,132.43635,121.28117543859649,-11.155174561403513,119.45660513753602,119.30775580887968
tempo,doom metal,33,1983,2015,103.59138095238094,118.54579401993355,14.954413067552608,116.48983912314594,117.92287735849057
tempo,dream pop,34,1982,2015,128.42939130434783,120.17812616822431,-8.251265136123521,121.44784983308666,121.17676435872073
tempo,easy listening,47,1959,2015,110.73804347826086,114.9167894736842,4.178745995423341,114.34658326462453,116.26274137931034
tempo,electronic,45,1971,2015,115.99359999999999,123.25118067397483,7.257580673974843,123.18668562622685,124.05584037328094
tempo,experimental,52,1964,2015,109.56620833333334,118.50146936114731,8.93526102781398,119.95724264899133,120.2684492618008
tempo,folk,57,1959,2015,114.94855,118.35647236704901,3.407922367049011,117.11683237974337,117.57593889541715
tempo,funk,51,1965,2015,121.4213,118.78321287128712,-2.6380871287128826,116.89155312771373,116.23613333333333
tempo,glam rock,39,1967,2015,126.58591666666666,126.70147692307691,0.11556025641024803,122.96547745358043,122.83217901234569
tempo,gothic rock,34,1977,2015,136.9116129032258,128.91529411764705,-7.996318785578751,130.54026508462474,130.5689923415493
tempo,grunge,32,1984,2015,136.92595,126.04118974358974,-10.88476025641026,129.91760270476823,128.94732407407406
tempo,hard rock,51,1965,2015,121.14858536585365,131.08118852459015,9.932603158736498,127.16040835295985,128.18581886792452
tempo,hardcore,39,1977,2015,116.07365,130.61206892778992,14.53841892778992,128.5272419094007,130.96161038961037
tempo,hardcore punk,32,1976,2015,127.701,137.6188411764706,9.917841176470603,129.44989069896224,130.46900834260288
tempo,indie rock,33,1983,2015,131.7397,125.52249668874173,-6.217203311258274,127.22854128965047,127.03610149750416
tempo,industrial,35,1981,2015,116.16691304347826,123.89316194331984,7.726248899841579,123.67725756277245,124.23897590361445
tempo,jazz,61,1955,2015,111.7584748603352,111.75452894736841,-0.003945912966784704,113.5778265527813,113.46656923076924
tempo,latin,40,1965,2015,119.2772,122.22004619565217,2.94284619565218,121.28501343886303,121.50120445736434
tempo,metal,48,1968,2015,128.9871,128.73022524752474,-0.25687475247525526,126.06629983864805,126.45846718146719
