genre,window_start,window_end,window_label,n_tracks,love,babi,want,blue,feel,man,well,like,pron,cri,yes,woman,life,let,light,breath,insid,everyth,never,old,fuck,littl,lose,sweet,away,one,take,wait,fall,darl,burn,alway,true,give,noth,make,end,blood,time,dark,eligible_window
soul,1955,1959,1955_1959,20,0.42976581205437503,0.27537047275512794,-0.06680552168943739,-0.014348962330707704,0.095255222082137,-0.1783655608673272,-0.03654094566665498,0.03503222253826044,0.0713040642440494,0.16455504700105456,0.32337044661122105,0.6191253065258668,-0.2146512423310732,0.4496208647265245,0.6908019346930397,-0.07579904127357182,0.10945175453167644,-0.0329349245766139,-0.1552882091312004,0.24447185772729535,0.0,-0.14012481672971538,-0.23351503880471966,0.29179016504506894,0.13066477761994497,0.43115397312900594,-0.193717032543042,0.3131763892415921,0.030409471663392605,0.013965569738892092,-0.16256181903128855,0.23068097057153722,0.1172357176707672,-0.046500431553486835,-0.2082329287194411,-0.29579016934646024,0.4967562476212405,-0.05538487756217113,0.9017342433006222,0.5556918620607558,True
blues,1956,1960,1956_1960,53,0.14082541519947955,0.3913121254068599,0.27656426874634554,0.21271641276077746,-0.018580260122765545,0.40817242286320615,0.31454438391849965,0.002723335867012422,-0.15569814783773936,0.20987172339343468,0.2951445916049209,0.25452834504076605,0.32445365135341697,-0.07135565978322526,0.1322927745032802,-0.07222241453449428,0.23779437202646037,0.24979922677922983,-0.07365816401444217,-0.11813813905056059,0.0,0.11007232388798291,0.06720617179350821,-0.06278022205587475,0.1389339822023984,0.23696364664867722,0.08888983970054672,-0.034845425786292364,0.07237375143823238,-0.0838406439150593,-0.0634679808852012,-0.020513958168481436,-0.07047036462417341,0.13754834634101032,0.0180452153838113,0.27018726087676165,0.005339032914127433,0.3057139677142693,-0.030930203954370523,-0.1314520208492517,True
bossa nova,1956,1960,1956_1960,1,-0.5735617548316644,-0.3684841914145668,2.275621615583844,-0.32942957971724934,-0.2649676142528451,0.819688535990838,-0.3893760485630229,-0.4621743054085713,-0.2072685226323769,-0.2204767846594078,-0.29219100676113774,-0.17857729614127896,-0.2877660771258082,-0.3043416705725273,-0.16047503674198688,-0.07222241453449428,-0.13990341137389506,-0.18860805083124535,5.5915694462645815,-0.28710381161899107,0.0,2.0168234245236576,-0.20813610444217634,-0.2289990253737728,-0.2845849611088965,-0.39215524907211724,1.8216326488953531,-0.143105471982901,-0.23504330855075417,-0.19920619319381858,-0.15929128428492306,3.3755325341134896,-0.24064416131510102,7.926481990825642,-0.19678120348609318,0.5942455914837081,-0.1990067409773736,-0.05277798139692597,-0.341418291135902,-0.1314520208492517,False
classic rock,1956,1960,1956_1960,28,-0.02295296592375468,0.40084192088541537,0.20433734681634635,0.2288046580010145,-0.15565238507889542,0.0834414878840295,0.5516397757157991,0.20907978987448014,0.221342919249387,0.07379821995579901,-0.13512883006029996,0.4339422699270414,-0.2877660771258082,0.4297063259905332,-0.09626288739036006,-0.07222241453449428,0.15874744088167986,-0.009991417816960443,-0.13514467162020818,-0.04532297263048901,0.0,0.14645710440683682,0.009295217871823826,0.22376726151201418,0.27074575822157426,-0.1634470616656893,0.1526006772089561,-0.143105471982901,-0.23504330855075417,0.019025055443999735,-0.15929128428492306,0.13193224419130514,-0.17661161466334763,-0.030661426634341713,-0.09039094537643501,-0.23949122792432978,-0.07466271430595298,-0.05277798139692597,0.03272423306258404,-0.1314520208492517,True
country,1956,1960,1956_1960,30,-0.09904703146594146,-0.21759940605094438,-0.21627247776517028,-0.037920135200820076,0.10715232403079872,0.41351002909947854,0.09055788488770151,0.10252276373135841,-0.2072685226323769,-0.07572305873424828,0.10849682882782939,-0.13503561383643994,0.2761839922850894,-0.16063595542861409,0.011574666934954401,0.24594073236024544,-0.13990341137389503,0.004330083881888631,-0.15009129192164863,0.34617005293267095,0.0,0.09444106957626178,0.2295487575853391,0.29692801159366905,0.4854023875236066,0.8468714169774966,0.11409442885102826,0.025985526942657485,0.003057837027688526,0.18322942023132488,0.5062121627383697,-0.04649004610853956,-0.1165008039693089,0.21015371700605634,0.4862106588626111,0.13317898805091252,0.2583563164381773,-0.05277798139692597,-0.10221708054132869,0.09450652536725529,True
easy listening,1956,1960,1956_1960,9,-0.20253625602931327,-0.0028647338621682217,0.031987729501086554,-0.25176942830360843,0.8014855469055687,-0.25204617887845343,-0.1670087127293475,0.2511606807074703,0.036016591700505224,-0.2204767846594078,-0.12331510710134218,-0.0523610429295507,-0.14371133397308203,0.006746634754100299,-0.16047503674198688,-0.07222241453449428,-0.13990341137389506,0.16375127124187303,0.3747290622976214,-0.12114961351605559,0.0,0.40639164019535445,0.25544177081719055,0.11027795229739086,1.018262034572154,-0.39215524907211724,1.3927251290288143,-0.143105471982901,-0.23504330855075414,-0.19920619319381858,-0.15929128428492306,-0.21303431523514305,-0.01439159142909996,0.15747341114104388,-0.19678120348609318,1.0131826187910613,-0.1990067409773736,-0.05277798139692597,-0.03916707608245453,-0.1314520208492517,False
folk,1956,1960,1956_1960,6,-0.1485170067251975,0.16527822967762937,-0.25344021173036474,-0.32942957971724934,1.0040515345328502,0.01589494757378228,-0.3116457007731055,-0.23258577246671686,-0.2072685226323769,-0.09182415510026072,-0.29219100676113774,-0.17857729614127896,0.9332147682189275,-0.04873079048366263,-0.16047503674198688,-0.07222241453449428,-0.13990341137389506,-0.18860805083124535,0.183516632824834,-0.28710381161899107,0.0,-0.07093079336744772,-0.20813610444217634,-0.2289990253737728,-0.2845849611088965,0.4573947643671335,-0.05186005018815324,-0.143105471982901,-0.23504330855075417,-0.19920619319381858,-0.15929128428492306,-0.21303431523514305,-0.24064416131510102,0.7663915965356874,-0.19678120348609318,-0.34429185230762105,-0.1990067409773736,-0.05277798139692597,-0.341418291135902,-0.1314520208492517,False
jazz,1956,1960,1956_1960,172,-0.15416774927082103,-0.24778656335742752,-0.13735692004638378,-0.09091742637235618,-0.06169497834316865,-0.17874097886857299,-0.28708404262135906,-0.06384826517232138,-0.00999504444309126,-0.1245759695173028,-0.18904583365207034,-0.165804104267125,-0.1111932719887195,-0.09458881673611547,-0.10321535407783003,0.023447206544434503,-0.07090073383990256,-0.039377318739467274,-0.0354389470633294,-0.025038263053574424,0.0,-0.12526041000271693,-0.013207907223858296,-0.06836812360471127,-0.21981944659152763,-0.24856305369741677,-0.14321410612673163,0.007653786745607122,0.06287612970049036,-0.08622276507822275,0.005611789179741076,-0.09624238701458367,-0.14981144946795832,-0.19087249042084106,-0.020884698672909232,-0.1699322472129339,-0.12117366491289477,-0.05277798139692597,-0.10862613731684156,-0.0065157302662973565,True
mpb,1956,1960,1956_1960,1,-0.5735617548316644,-0.3684841914145668,-0.25344021173036474,-0.32942957971724934,-0.2649676142528451,-0.1404266534503998,-0.3893760485630229,-0.3526229833187153,-0.2072685226323769,-0.2204767846594078,-0.29219100676113774,-0.17857729614127896,-0.2877660771258082,-0.19556130301173946,-0.16047503674198688,-0.07222241453449428,-0.13990341137389506,-0.18860805083124535,-0.37595560208214357,-0.28710381161899107,0.0,-0.3411950260944281,-0.20813610444217634,-0.2289990253737728,-0.2845849611088965,-0.39215524907211724,-0.17846427846967305,0.3347920484367434,-0.23504330855075417,-0.19920619319381858,-0.15929128428492306,-0.21303431523514305,-0.24064416131510102,1.822777167826819,-0.19678120348609318,-0.34429185230762105,-0.1990067409773736,-0.05277798139692597,-0.341418291135902,-0.1314520208492517,False
pop,1956,1960,1956_1960,4,1.0118061251558261,-0.16909753476798,-0.03979462380306732,0.03545733590879739,-0.2649676142528451,-0.25204617887845343,-0.3893760485630229,0.4143948879969642,1.0916451851220645,-0.2204767846594078,-0.014443671062030705,-0.17857729614127896,-0.2877660771258082,0.014530397075520382,-0.16047503674198688,-0.07222241453449428,-0.13990341137389506,-0.18860805083124535,-0.37595560208214357,-0.09056431322735088,0.0,0.05719795329802596,-0.20813610444217634,-0.2289990253737728,0.047989369398108675,-0.39215524907211724,0.6291944384526118,-0.143105471982901,-0.23504330855075417,-0.19920619319381858,0.5222187089947209,0.3932628231465561,1.8997907860268377,2.947559525729765,-0.19678120348609318,1.216542631142873,0.6900381060597925,-0.05277798139692597,-0.341418291135902,-0.1314520208492517,False
rock,1956,1960,1956_1960,26,0.4289558981400541,0.41573922801344126,0.42750774293695876,0.249100875984661,0.04098533255580965,-0.20459467177375845,0.84798897171791,-0.09575921189333572,0.11131857850423038,0.48052249211794784,0.3251989637090578,-0.08112881408937088,-0.05101416118862119,0.16446433690974135,-0.16047503674198688,-0.07222241453449428,-0.006577725662457965,-0.12058770102418626,0.27719510612367654,0.11671969919373287,0.0,0.34804351699147573,-0.0766982862041101,-0.022906410491205793,-0.02135104042173613,0.007814683771434041,-0.09993958266376647,0.054068720827130864,-0.23504330855075414,0.6456476274819435,-0.11268531341386699,0.3760759953851257,1.208186493376477,-0.23436306308877636,0.023701532263500063,0.14499909543254427,0.18066762607626682,-0.05277798139692597,0.32027401905619224,-0.1314520208492517,True
singer-songwriter,1956,1960,1956_1960,1,0.0020325603624463894,-0.3684841914145668,-0.25344021173036474,-0.32942957971724934,-0.2649676142528451,1.2795713593706848,2.5182163368632593,-0.4621743054085713,2.2368987525028654,-0.2204767846594078,-0.29219100676113774,-0.17857729614127896,-0.2877660771258082,-0.3043416705725273,-0.16047503674198688,-0.07222241453449428,-0.13990341137389506,-0.18860805083124535,1.045410758016211,-0.28710381161899107,0.0,-0.3411950260944281,-0.20813610444217634,-0.2289990253737728,-0.2845849611088965,-0.39215524907211724,-0.28833945643876074,-0.143105471982901,-0.23504330855075417,-0.19920619319381858,-0.15929128428492306,-0.21303431523514305,-0.24064416131510102,-0.3259069281671522,-0.19678120348609318,-0.34429185230762105,-0.1990067409773736,-0.05277798139692597,-0.341418291135902,5.134489856551287,False
soul,1956,1960,1956_1960,29,0.3905565965690807,0.2479617468727769,-0.06061378213380174,-0.07906068811477197,0.010050436096149574,0.03139676841693922,-0.14868165429062666,0.10868440827824827,0.06302895659495572,0.0722136451887782,0.43945100215599153,0.40796868642921236,0.0253784061561234,0.3289704589159593,0.7169809122486112,-0.07222241453449428,0.0894101523117329,-0.07597170922187567,0.06373223586069353,0.08460931588468387,0.0,-0.17473690638392583,-0.20813610444217634,0.08597923416479633,0.07112299356230153,0.43762347592358514,-0.04381139504767579,0.17318550949549483,0.10762252428675856,0.02896494818324812,-0.15929128428492306,0.1460880188835174,0.04227440572500273,-0.03592574278236915,-0.19678120348609318,0.06979672712242035,0.380116509081418,-0.05277798139692597,0.6530016307797827,0.344030298515118,True
blues,1957,1961,1957_1961,47,0.16030721141699203,0.4998465782930849,0.41749424396914914,0.10334660033971785,0.007154012789864079,0.39932353164847356,0.4747997449680172,0.1276134935559998,-0.1609371549318925,0.37140736156624454,0.2686037331594607,0.3464655814896958,0.42898372825408815,-0.03596172141413534,0.16084819816901835,0.05460721745423617,-0.11848100367712561,0.3063000090956668,-0.08046580332035451,-0.0792770771809852,0.0,0.17206935897201975,0.09951219436172729,-0.03373121380991,0.16691759042478949,0.1643403975864915,0.06094770178408342,-0.07371019781608008,0.07208516310227615,-0.11812831503351977,-0.009123455950223645,0.09780416763406594,-0.09446731630309525,0.18632405662463636,-0.040063314896998166,0.3776519463925442,0.05616051341231319,0.335952271065226,0.09802860054913519,-0.04463430933865747,True
bossa nova,1957,1961,1957_1961,1,-0.5722882995031197,-0.34138117788526107,2.606815146866607,-0.31634536820872,-0.2594109057317791,0.7400982996468213,-0.3597970299481988,-0.4618827125749363,-0.21730593483455057,-0.20749171025828916,-0.2825744105168246,-0.16976253762677568,-0.27668165597784095,-0.2911644814403177,-0.1809588807671839,-0.10398393849092932,-0.11848100367712561,-0.18277263161988289,5.811238933226815,-0.26078708180836563,0.0,2.0052713466260466,-0.20081412841304977,-0.21934397293981553,-0.3000126240326512,-0.38165607943422836,1.7471310273103482,-0.13488428674856043,-0.2448021683315575,-0.20443961169510377,-0.1270468575435311,3.9728757472500273,-0.2352788172313076,8.418160929909616,-0.1912752935581147,0.793880212933934,-0.21584570507480388,-0.054635836470815304,-0.3075763687055486,-0.1306471487776973,False
classic rock,1957,1961,1957_1961,26,0.06354918009662525,0.09117647824335197,0.11050722682903517,0.4803492700048481,-0.011672695997285484,0.028086413455195934,0.4145183291254033,0.3474468128127625,0.25207715158360344,-0.11365709797076222,-0.11000005131160481,0.1325135421165235,-0.27668165597784095,0.5599115329684232,-0.11554610080038695,-0.10398393849092932,0.3896860684780463,-0.1310346569088859,0.03765086938177332,0.0428103862560227,0.0,0.47880451283123815,0.02626421744094035,0.24457941914952805,0.30653984998427786,-0.08954383868029715,0.10764478019371154,-0.13488428674856043,-0.19891212587628831,0.019291286908807735,-0.1270468575435311,0.4636978087663559,0.1525542511650341,-0.11595956750269114,-0.07877679812359589,-0.22486590121333078,0.10512203611093994,-0.054635836470815304,0.08897673778133577,-0.1306471487776973,True
country,1957,1961,1957_1961,36,-0.019617634297301883,-0.27945413316775153,-0.13944252533210244,0.006032368319148048,0.19460225981746174,0.2945400754866643,0.04116786752266518,0.15804467032178085,-0.21730593483455057,-0.049567051551856374,0.05810421471043906,-0.13141003012235752,0.20368504044408922,-0.1812898262731414,-0.014770025728169496,0.28023976959411795,-0.11848100367712561,-0.023715029287436348,0.00947622786375267,0.35453414964936764,0.0,-0.010991689441640038,0.15289739738496783,0.2146602099633757,0.349417524625731,0.572104278580849,0.0012461927091038908,0.054959323427257414,0.4108853456154185,0.09895050440052666,0.4781823958682576,-0.03156432731554068,-0.11233460602468945,0.15050322059560112,0.36757367212001674,0.11034363746352634,0.3393130941128011,-0.054635836470815304,0.08857404274362664,-0.06537630005815885,True
easy listening,1957,1961,1957_1961,7,-0.011728423037922561,0.055765094656610684,-0.07954330388598256,-0.19544636720763475,0.22669343226320696,-0.2699485861632035,-0.12307980129641669,0.6934552465833926,0.283713741486982,-0.20749171025828916,-0.2825744105168246,0.0017633036762608983,0.4014448025493265,-0.0972245661656747,-0.1809588807671839,-0.10398393849092932,-0.11848100367712562,0.26540258514219917,0.2727309633349507,-0.26078708180836563,0.0,0.48214443985728017,0.3771968691101483,0.2126209914855919,0.5131119243027954,-0.2617493180291185,1.5930776257904553,-0.13488428674856043,-0.2448021683315575,-0.20443961169510377,-0.1270468575435311,-0.19266555539387306,0.03845594552620023,0.09480855720412806,-0.1912752935581147,0.30092453535789326,-0.21584570507480388,-0.054635836470815304,-0.30757636870554855,-0.1306471487776973,False
folk,1957,1961,1957_1961,6,-0.0885891699072558,0.19830332941376394,-0.2599370460055633,-0.31634536820872,1.540459063592153,-0.017429845658920157,-0.27060738613181123,-0.19356108231129085,-0.2173059348345506,-0.08779077493701697,-0.2825744105168246,-0.16976253762677565,0.9713406074513672,-0.03165288167925349,-0.1809588807671839,-0.10398393849092931,-0.11848100367712561,-0.18277263161988289,0.21836868957171576,-0.26078708180836563,0.0,-0.06448540616449033,-0.20081412841304977,-0.21934397293981553,-0.3000126240326512,0.3962493197573938,-0.060661308555312744,-0.13488428674856043,-0.24480216833155746,-0.2044396116951038,-0.1270468575435311,-0.19266555539387306,-0.2352788172313076,0.8504851382335371,-0.1912752935581147,-0.3128922086338979,-0.21584570507480386,-0.054635836470815304,-0.3075763687055486,-0.1306471487776973,False
jazz,1957,1961,1957_1961,149,-0.3107687555870543,-0.24081007626883857,-0.20922284493592422,-0.07582047215444511,-0.14476967255124076,-0.1992271236353758,-0.31472529231918045,-0.22292027035230252,0.0034290726549058587,-0.08014366581966952,-0.18702180252664197,-0.16976253762677568,-0.21071015173137084,-0.10356820982181256,-0.11843414985738354,-0.012354639749534891,-0.0472523446153835,-0.02682824742690584,-0.08935970415961665,-0.07835119713334406,0.0,-0.17769494475228256,-0.005810880129353425,-0.09597848316922519,-0.20350252628018248,-0.2818407854605896,-0.1403507024610563,-0.04767806673190421,-0.07981187616318422,-0.09437344280186256,-0.04394539534194015,-0.18592976721902088,-0.2079855741796446,-0.24190129594226584,-7.185763732245983e-05,-0.21129895446686708,-0.16648999795955655,-0.054635836470815304,-0.23985611606478272,-0.0034937022102736522,True
latin,1957,1961,1957_1961,1,-0.5722882995031197,-0.34138117788526107,-0.2599370460055633,-0.31634536820872,-0.2594109057317791,-0.2699485861632035,-0.3597970299481988,-0.4618827125749363,-0.21730593483455057,-0.20749171025828916,-0.2825744105168246,-0.16976253762677568,-0.27668165597784095,-0.2911644814403177,-0.1809588807671839,-0.10398393849092932,-0.11848100367712561,-0.18277263161988289,-0.36022322191744743,-0.26078708180836563,0.0,-0.3324198286797357,-0.20081412841304977,-0.21934397293981553,-0.3000126240326512,-0.38165607943422836,-0.28884776394904965,-0.13488428674856043,-0.2448021683315575,-0.20443961169510377,-0.1270468575435311,-0.19266555539387306,-0.2352788172313076,-0.30399206072323787,-0.1912752935581147,-0.3128922086338979,-0.21584570507480388,-0.054635836470815304,-0.3075763687055486,-0.1306471487776973,False
mpb,1957,1961,1957_1961,1,-0.5722882995031197,-0.34138117788526107,-0.2599370460055633,-0.31634536820872,-0.2594109057317791,-0.1647537534401184,-0.3597970299481988,-0.3338493610654667,-0.21730593483455057,-0.20749171025828916,-0.2825744105168246,-0.16976253762677568,-0.27668165597784095,-0.1807240839170105,-0.1809588807671839,-0.10398393849092932,-0.11848100367712561,-0.18277263161988289,-0.36022322191744743,-0.26078708180836563,0.0,-0.3324198286797357,-0.20081412841304977,-0.21934397293981553,-0.3000126240326512,-0.38165607943422836,-0.18282573102009253,0.1045884445454213,-0.2448021683315575,-0.20443961169510377,-0.1270468575435311,-0.19266555539387306,-0.2352788172313076,1.9670050526903686,-0.1912752935581147,-0.3128922086338979,-0.21584570507480388,-0.054635836470815304,-0.3075763687055486,-0.1306471487776973,False
pop,1957,1961,1957_1961,4,1.2318536574446879,-0.1397823292174819,-0.017764651850032356,0.12546743829044107,-0.2594109057317791,-0.2699485861632035,-0.3597970299481988,0.5625694758670245,1.041737275439377,-0.20749171025828916,0.0008060330569283347,-0.16976253762677568,-0.27668165597784095,0.03257369576753136,-0.1809588807671839,-0.10398393849092932,-0.11848100367712561,-0.18277263161988289,-0.36022322191744743,-0.03162570386446961,0.0,0.06253880787605551,-0.20081412841304977,-0.21934397293981553,0.03659103152306152,-0.38165607943422836,0.5965096990893795,-0.13488428674856043,-0.2448021683315575,-0.20443961169510377,0.6166964596763578,0.5111128267929296,1.7788813213087418,3.1558152145836633,-0.1912752935581147,1.527725416526258,0.7597613464502345,-0.054635836470815304,-0.3075763687055486,-0.1306471487776973,False
rock,1957,1961,1957_1961,21,0.6013499728721454,0.4506156060873084,0.6986600798335962,0.07038813243320512,0.1686779788349885,-0.1628083664205046,0.6987315019658427,0.13346362543058402,0.026314168054120807,0.11600750228359652,0.39092991672837746,-0.10746335041158347,0.09439492126973144,0.04478001965520998,-0.1809588807671839,-0.10398393849092932,0.1423300285418724,-0.0994600645641284,0.13108605262424197,0.13825541485907297,0.0,0.31689332861401454,-0.12371902943663574,0.033333279831788666,0.02984460642203112,-0.05089956630892515,0.11052735686441746,-0.012556416346006651,0.08161508473665398,0.9954178072883141,-0.1270468575435311,0.3365667538158781,1.3685297573681212,-0.18420019996320772,0.07675804170597098,0.18173811737715165,0.29999616758733305,-0.054635836470815304,0.33142423310078745,-0.1306471487776973,True
